	subject	activity	measure	value
5199	9	WALKING_UPSTAIRS	fBodyGyro-mean()-Z	-0.327698671
5200	10	WALKING_UPSTAIRS	fBodyGyro-mean()-Z	-0.262763367
5201	11	WALKING_UPSTAIRS	fBodyGyro-mean()-Z	-0.674671879
5202	12	WALKING_UPSTAIRS	fBodyGyro-mean()-Z	-0.406080936
5203	13	WALKING_UPSTAIRS	fBodyGyro-mean()-Z	-0.255338946
5204	14	WALKING_UPSTAIRS	fBodyGyro-mean()-Z	0.196703219
5205	15	WALKING_UPSTAIRS	fBodyGyro-mean()-Z	-0.485701746
5206	16	WALKING_UPSTAIRS	fBodyGyro-mean()-Z	-0.492427494
5207	17	WALKING_UPSTAIRS	fBodyGyro-mean()-Z	-0.324273713
5208	18	WALKING_UPSTAIRS	fBodyGyro-mean()-Z	-0.504364097
5209	19	WALKING_UPSTAIRS	fBodyGyro-mean()-Z	-0.066129352
5210	20	WALKING_UPSTAIRS	fBodyGyro-mean()-Z	0.115076641
5211	21	WALKING_UPSTAIRS	fBodyGyro-mean()-Z	-0.155762355
5212	22	WALKING_UPSTAIRS	fBodyGyro-mean()-Z	-0.199313066
5213	23	WALKING_UPSTAIRS	fBodyGyro-mean()-Z	-0.163001294
5214	24	WALKING_UPSTAIRS	fBodyGyro-mean()-Z	-0.372182912
5215	25	WALKING_UPSTAIRS	fBodyGyro-mean()-Z	-0.575169716
5216	26	WALKING_UPSTAIRS	fBodyGyro-mean()-Z	-0.342703926
5217	27	WALKING_UPSTAIRS	fBodyGyro-mean()-Z	-0.400528455
5218	28	WALKING_UPSTAIRS	fBodyGyro-mean()-Z	-0.318211
5219	29	WALKING_UPSTAIRS	fBodyGyro-mean()-Z	-0.341700132
5220	30	WALKING_UPSTAIRS	fBodyGyro-mean()-Z	-0.318937002
5221	1	LAYING	fBodyAccMag-mean()	-0.861767648
5222	2	LAYING	fBodyAccMag-mean()	-0.975110196
5223	3	LAYING	fBodyAccMag-mean()	-0.965524275
5224	4	LAYING	fBodyAccMag-mean()	-0.939389701
5225	5	LAYING	fBodyAccMag-mean()	-0.962234984
5226	6	LAYING	fBodyAccMag-mean()	-0.912351652
5227	7	LAYING	fBodyAccMag-mean()	-0.927976881
5228	8	LAYING	fBodyAccMag-mean()	-0.932279646
5229	9	LAYING	fBodyAccMag-mean()	-0.926604295
5230	10	LAYING	fBodyAccMag-mean()	-0.950848109
5231	11	LAYING	fBodyAccMag-mean()	-0.973994005
5232	12	LAYING	fBodyAccMag-mean()	-0.94386744
5233	13	LAYING	fBodyAccMag-mean()	-0.959535494
5234	14	LAYING	fBodyAccMag-mean()	-0.899463669
5235	15	LAYING	fBodyAccMag-mean()	-0.956001034
5236	16	LAYING	fBodyAccMag-mean()	-0.968020521
5237	17	LAYING	fBodyAccMag-mean()	-0.961046326
5238	18	LAYING	fBodyAccMag-mean()	-0.986788412
5239	19	LAYING	fBodyAccMag-mean()	-0.971957401
5240	20	LAYING	fBodyAccMag-mean()	-0.952827071
5241	21	LAYING	fBodyAccMag-mean()	-0.953769071
5242	22	LAYING	fBodyAccMag-mean()	-0.929818991
5243	23	LAYING	fBodyAccMag-mean()	-0.967747053
5244	24	LAYING	fBodyAccMag-mean()	-0.973171068
5245	25	LAYING	fBodyAccMag-mean()	-0.774481944
5246	26	LAYING	fBodyAccMag-mean()	-0.969269114
5247	27	LAYING	fBodyAccMag-mean()	-0.981389018
5248	28	LAYING	fBodyAccMag-mean()	-0.961035588
5249	29	LAYING	fBodyAccMag-mean()	-0.986800645
5250	30	LAYING	fBodyAccMag-mean()	-0.96284082
5251	1	SITTING	fBodyAccMag-mean()	-0.947782923
5252	2	SITTING	fBodyAccMag-mean()	-0.961273748
5253	3	SITTING	fBodyAccMag-mean()	-0.904185726
5254	4	SITTING	fBodyAccMag-mean()	-0.929002095
5255	5	SITTING	fBodyAccMag-mean()	-0.936290605
5256	6	SITTING	fBodyAccMag-mean()	-0.935750391
5257	7	SITTING	fBodyAccMag-mean()	-0.908956776
5258	8	SITTING	fBodyAccMag-mean()	-0.947981783
5259	9	SITTING	fBodyAccMag-mean()	-0.897718197
5260	10	SITTING	fBodyAccMag-mean()	-0.955281011
5261	11	SITTING	fBodyAccMag-mean()	-0.953066009
5262	12	SITTING	fBodyAccMag-mean()	-0.955944253
5263	13	SITTING	fBodyAccMag-mean()	-0.95690156
5264	14	SITTING	fBodyAccMag-mean()	-0.940589853
5265	15	SITTING	fBodyAccMag-mean()	-0.949752001
5266	16	SITTING	fBodyAccMag-mean()	-0.958335481
5267	17	SITTING	fBodyAccMag-mean()	-0.973626755
5268	18	SITTING	fBodyAccMag-mean()	-0.984781467
5269	19	SITTING	fBodyAccMag-mean()	-0.962632578
5270	20	SITTING	fBodyAccMag-mean()	-0.946913452
5271	21	SITTING	fBodyAccMag-mean()	-0.974829227
5272	22	SITTING	fBodyAccMag-mean()	-0.943078237
5273	23	SITTING	fBodyAccMag-mean()	-0.94583783
5274	24	SITTING	fBodyAccMag-mean()	-0.968905031
5275	25	SITTING	fBodyAccMag-mean()	-0.967017993
5276	26	SITTING	fBodyAccMag-mean()	-0.952411044
5277	27	SITTING	fBodyAccMag-mean()	-0.974766467
5278	28	SITTING	fBodyAccMag-mean()	-0.953928124
5279	29	SITTING	fBodyAccMag-mean()	-0.973346532
5280	30	SITTING	fBodyAccMag-mean()	-0.959923388
5281	1	STANDING	fBodyAccMag-mean()	-0.985356361
5282	2	STANDING	fBodyAccMag-mean()	-0.964052166
5283	3	STANDING	fBodyAccMag-mean()	-0.926968932
5284	4	STANDING	fBodyAccMag-mean()	-0.917614015
5285	5	STANDING	fBodyAccMag-mean()	-0.904641393
5286	6	STANDING	fBodyAccMag-mean()	-0.945949804
5287	7	STANDING	fBodyAccMag-mean()	-0.94561145
5288	8	STANDING	fBodyAccMag-mean()	-0.953746071
5289	9	STANDING	fBodyAccMag-mean()	-0.946330172
5290	10	STANDING	fBodyAccMag-mean()	-0.940110168
5291	11	STANDING	fBodyAccMag-mean()	-0.982255414
5292	12	STANDING	fBodyAccMag-mean()	-0.945217803
5293	13	STANDING	fBodyAccMag-mean()	-0.972393559
5294	14	STANDING	fBodyAccMag-mean()	-0.94971506
5295	15	STANDING	fBodyAccMag-mean()	-0.960337344
5296	16	STANDING	fBodyAccMag-mean()	-0.971082558
5297	17	STANDING	fBodyAccMag-mean()	-0.980967748
5298	18	STANDING	fBodyAccMag-mean()	-0.976797646
5299	19	STANDING	fBodyAccMag-mean()	-0.968910789
5300	20	STANDING	fBodyAccMag-mean()	-0.921225595
5301	21	STANDING	fBodyAccMag-mean()	-0.962291334
5302	22	STANDING	fBodyAccMag-mean()	-0.949044483
5303	23	STANDING	fBodyAccMag-mean()	-0.957986177
5304	24	STANDING	fBodyAccMag-mean()	-0.960066088
5305	25	STANDING	fBodyAccMag-mean()	-0.972355393
5306	26	STANDING	fBodyAccMag-mean()	-0.97060525
5307	27	STANDING	fBodyAccMag-mean()	-0.973186182
5308	28	STANDING	fBodyAccMag-mean()	-0.929146479
5309	29	STANDING	fBodyAccMag-mean()	-0.984548095
5310	30	STANDING	fBodyAccMag-mean()	-0.932047451
5311	1	WALKING	fBodyAccMag-mean()	-0.128623451
5312	2	WALKING	fBodyAccMag-mean()	-0.324289428
5313	3	WALKING	fBodyAccMag-mean()	-0.290031535
5314	4	WALKING	fBodyAccMag-mean()	-0.450804558
5315	5	WALKING	fBodyAccMag-mean()	-0.304992489
5316	6	WALKING	fBodyAccMag-mean()	-0.201386608
5317	7	WALKING	fBodyAccMag-mean()	-0.15124365
5318	8	WALKING	fBodyAccMag-mean()	-0.095217283
5319	9	WALKING	fBodyAccMag-mean()	-0.318801023
5320	10	WALKING	fBodyAccMag-mean()	-0.093023742
5321	11	WALKING	fBodyAccMag-mean()	-0.458514063
5322	12	WALKING	fBodyAccMag-mean()	-0.153116003
5323	13	WALKING	fBodyAccMag-mean()	-0.234600866
5324	14	WALKING	fBodyAccMag-mean()	-0.373516771
5325	15	WALKING	fBodyAccMag-mean()	-0.275156242
5326	16	WALKING	fBodyAccMag-mean()	-0.410463242
5327	17	WALKING	fBodyAccMag-mean()	-0.429380043
5328	18	WALKING	fBodyAccMag-mean()	-0.424386734
5329	19	WALKING	fBodyAccMag-mean()	0.03222723
5330	20	WALKING	fBodyAccMag-mean()	-0.003533418
5331	21	WALKING	fBodyAccMag-mean()	-0.251266389
5332	22	WALKING	fBodyAccMag-mean()	-0.024158496
5333	23	WALKING	fBodyAccMag-mean()	-0.094260631
5334	24	WALKING	fBodyAccMag-mean()	-0.434618912
5335	25	WALKING	fBodyAccMag-mean()	-0.566060023
5336	26	WALKING	fBodyAccMag-mean()	-0.379836743
5337	27	WALKING	fBodyAccMag-mean()	-0.327229406
5338	28	WALKING	fBodyAccMag-mean()	-0.352156842
5339	29	WALKING	fBodyAccMag-mean()	-0.235683306
5340	30	WALKING	fBodyAccMag-mean()	-0.342363773
5341	1	WALKING_DOWNSTAIRS	fBodyAccMag-mean()	0.096584534
5342	2	WALKING_DOWNSTAIRS	fBodyAccMag-mean()	0.293424827
5343	3	WALKING_DOWNSTAIRS	fBodyAccMag-mean()	0.02894132
5344	4	WALKING_DOWNSTAIRS	fBodyAccMag-mean()	-0.019074335
5345	5	WALKING_DOWNSTAIRS	fBodyAccMag-mean()	0.155742169
5346	6	WALKING_DOWNSTAIRS	fBodyAccMag-mean()	0.395958035
5347	7	WALKING_DOWNSTAIRS	fBodyAccMag-mean()	0.218911066
5348	8	WALKING_DOWNSTAIRS	fBodyAccMag-mean()	0.301626757
5349	9	WALKING_DOWNSTAIRS	fBodyAccMag-mean()	0.222203941
5350	10	WALKING_DOWNSTAIRS	fBodyAccMag-mean()	0.220115703
5351	11	WALKING_DOWNSTAIRS	fBodyAccMag-mean()	0.090280758
5352	12	WALKING_DOWNSTAIRS	fBodyAccMag-mean()	0.148017269
5353	13	WALKING_DOWNSTAIRS	fBodyAccMag-mean()	0.052879188
5354	14	WALKING_DOWNSTAIRS	fBodyAccMag-mean()	0.471905155
5355	15	WALKING_DOWNSTAIRS	fBodyAccMag-mean()	0.331150229
5356	16	WALKING_DOWNSTAIRS	fBodyAccMag-mean()	0.114032089
5357	17	WALKING_DOWNSTAIRS	fBodyAccMag-mean()	0.058068052
5358	18	WALKING_DOWNSTAIRS	fBodyAccMag-mean()	-0.241973535
5359	19	WALKING_DOWNSTAIRS	fBodyAccMag-mean()	0.586637551
5360	20	WALKING_DOWNSTAIRS	fBodyAccMag-mean()	0.151887747
5361	21	WALKING_DOWNSTAIRS	fBodyAccMag-mean()	0.239895894
5362	22	WALKING_DOWNSTAIRS	fBodyAccMag-mean()	0.155526859
5363	23	WALKING_DOWNSTAIRS	fBodyAccMag-mean()	0.364829993
5364	24	WALKING_DOWNSTAIRS	fBodyAccMag-mean()	-0.023170163
5365	25	WALKING_DOWNSTAIRS	fBodyAccMag-mean()	-0.288154788
5366	26	WALKING_DOWNSTAIRS	fBodyAccMag-mean()	0.075101685
5367	27	WALKING_DOWNSTAIRS	fBodyAccMag-mean()	0.149816459
5368	28	WALKING_DOWNSTAIRS	fBodyAccMag-mean()	0.188840008
5369	29	WALKING_DOWNSTAIRS	fBodyAccMag-mean()	0.115973968
5370	30	WALKING_DOWNSTAIRS	fBodyAccMag-mean()	0.00410151
5371	1	WALKING_UPSTAIRS	fBodyAccMag-mean()	-0.352395945
5372	2	WALKING_UPSTAIRS	fBodyAccMag-mean()	-0.145318539
5373	3	WALKING_UPSTAIRS	fBodyAccMag-mean()	-0.315866079
5374	4	WALKING_UPSTAIRS	fBodyAccMag-mean()	-0.276825498
5375	5	WALKING_UPSTAIRS	fBodyAccMag-mean()	-0.169261525
5376	6	WALKING_UPSTAIRS	fBodyAccMag-mean()	-0.08194794
5377	7	WALKING_UPSTAIRS	fBodyAccMag-mean()	-0.378618762
5378	8	WALKING_UPSTAIRS	fBodyAccMag-mean()	-0.130264519
5379	9	WALKING_UPSTAIRS	fBodyAccMag-mean()	-0.372890349
5380	10	WALKING_UPSTAIRS	fBodyAccMag-mean()	-0.166866722
5381	11	WALKING_UPSTAIRS	fBodyAccMag-mean()	-0.336061027
5382	12	WALKING_UPSTAIRS	fBodyAccMag-mean()	-0.290005419
5383	13	WALKING_UPSTAIRS	fBodyAccMag-mean()	-0.367522801
5384	14	WALKING_UPSTAIRS	fBodyAccMag-mean()	-0.075985181
5385	15	WALKING_UPSTAIRS	fBodyAccMag-mean()	-0.165242148
5386	16	WALKING_UPSTAIRS	fBodyAccMag-mean()	-0.370649738
5387	17	WALKING_UPSTAIRS	fBodyAccMag-mean()	-0.150305643
5388	18	WALKING_UPSTAIRS	fBodyAccMag-mean()	-0.436561064
5389	19	WALKING_UPSTAIRS	fBodyAccMag-mean()	-0.079628763
5390	20	WALKING_UPSTAIRS	fBodyAccMag-mean()	-0.205009295
5391	21	WALKING_UPSTAIRS	fBodyAccMag-mean()	-0.257894449
5392	22	WALKING_UPSTAIRS	fBodyAccMag-mean()	-0.086690512
5393	23	WALKING_UPSTAIRS	fBodyAccMag-mean()	-0.231382662
5394	24	WALKING_UPSTAIRS	fBodyAccMag-mean()	-0.322300989
5395	25	WALKING_UPSTAIRS	fBodyAccMag-mean()	-0.527907562
5396	26	WALKING_UPSTAIRS	fBodyAccMag-mean()	-0.167566383
5397	27	WALKING_UPSTAIRS	fBodyAccMag-mean()	-0.393928937
5398	28	WALKING_UPSTAIRS	fBodyAccMag-mean()	-0.213519365
5399	29	WALKING_UPSTAIRS	fBodyAccMag-mean()	-0.108306403
5400	30	WALKING_UPSTAIRS	fBodyAccMag-mean()	-0.400588354
5401	1	LAYING	fBodyBodyAccJerkMag-mean()	-0.933300361
5402	2	LAYING	fBodyBodyAccJerkMag-mean()	-0.985374115
5403	3	LAYING	fBodyBodyAccJerkMag-mean()	-0.975949598
5404	4	LAYING	fBodyBodyAccJerkMag-mean()	-0.962287125
5405	5	LAYING	fBodyBodyAccJerkMag-mean()	-0.97735638
5406	6	LAYING	fBodyBodyAccJerkMag-mean()	-0.948655471
5407	7	LAYING	fBodyBodyAccJerkMag-mean()	-0.968066259
5408	8	LAYING	fBodyBodyAccJerkMag-mean()	-0.961792852
5409	9	LAYING	fBodyBodyAccJerkMag-mean()	-0.954320586
5410	10	LAYING	fBodyBodyAccJerkMag-mean()	-0.968561122
5411	11	LAYING	fBodyBodyAccJerkMag-mean()	-0.976940775
5412	12	LAYING	fBodyBodyAccJerkMag-mean()	-0.962448419
5413	13	LAYING	fBodyBodyAccJerkMag-mean()	-0.980754386
5414	14	LAYING	fBodyBodyAccJerkMag-mean()	-0.967988596
5415	15	LAYING	fBodyBodyAccJerkMag-mean()	-0.973681223
5416	16	LAYING	fBodyBodyAccJerkMag-mean()	-0.987514525
5417	17	LAYING	fBodyBodyAccJerkMag-mean()	-0.979687319
5418	18	LAYING	fBodyBodyAccJerkMag-mean()	-0.988548418
5419	19	LAYING	fBodyBodyAccJerkMag-mean()	-0.980621564
5420	20	LAYING	fBodyBodyAccJerkMag-mean()	-0.979695458
5421	21	LAYING	fBodyBodyAccJerkMag-mean()	-0.978444124
5422	22	LAYING	fBodyBodyAccJerkMag-mean()	-0.962654792
5423	23	LAYING	fBodyBodyAccJerkMag-mean()	-0.985905704
5424	24	LAYING	fBodyBodyAccJerkMag-mean()	-0.983108084
5425	25	LAYING	fBodyBodyAccJerkMag-mean()	-0.960083147
5426	26	LAYING	fBodyBodyAccJerkMag-mean()	-0.989138184
5427	27	LAYING	fBodyBodyAccJerkMag-mean()	-0.988098903
5428	28	LAYING	fBodyBodyAccJerkMag-mean()	-0.973436249
5429	29	LAYING	fBodyBodyAccJerkMag-mean()	-0.993998276
5430	30	LAYING	fBodyBodyAccJerkMag-mean()	-0.96994927
5431	1	SITTING	fBodyBodyAccJerkMag-mean()	-0.985262127
5432	2	SITTING	fBodyBodyAccJerkMag-mean()	-0.983874699
5433	3	SITTING	fBodyBodyAccJerkMag-mean()	-0.965888892
5434	4	SITTING	fBodyBodyAccJerkMag-mean()	-0.962500734
5435	5	SITTING	fBodyBodyAccJerkMag-mean()	-0.964440302
5436	6	SITTING	fBodyBodyAccJerkMag-mean()	-0.948348654
5437	7	SITTING	fBodyBodyAccJerkMag-mean()	-0.970954184
5438	8	SITTING	fBodyBodyAccJerkMag-mean()	-0.980932292
5439	9	SITTING	fBodyBodyAccJerkMag-mean()	-0.953050441
5440	10	SITTING	fBodyBodyAccJerkMag-mean()	-0.985900801
5441	11	SITTING	fBodyBodyAccJerkMag-mean()	-0.975315332
5442	12	SITTING	fBodyBodyAccJerkMag-mean()	-0.971715269
5443	13	SITTING	fBodyBodyAccJerkMag-mean()	-0.988348535
5444	14	SITTING	fBodyBodyAccJerkMag-mean()	-0.972985343
5445	15	SITTING	fBodyBodyAccJerkMag-mean()	-0.984689437
5446	16	SITTING	fBodyBodyAccJerkMag-mean()	-0.983968636
5447	17	SITTING	fBodyBodyAccJerkMag-mean()	-0.99142725
5448	18	SITTING	fBodyBodyAccJerkMag-mean()	-0.990407076
5449	19	SITTING	fBodyBodyAccJerkMag-mean()	-0.983751647
5450	20	SITTING	fBodyBodyAccJerkMag-mean()	-0.971730463
5451	21	SITTING	fBodyBodyAccJerkMag-mean()	-0.985342359
5452	22	SITTING	fBodyBodyAccJerkMag-mean()	-0.968908297
5453	23	SITTING	fBodyBodyAccJerkMag-mean()	-0.974121467
5454	24	SITTING	fBodyBodyAccJerkMag-mean()	-0.984469963
5455	25	SITTING	fBodyBodyAccJerkMag-mean()	-0.987941826
5456	26	SITTING	fBodyBodyAccJerkMag-mean()	-0.989481943
5457	27	SITTING	fBodyBodyAccJerkMag-mean()	-0.988773269
5458	28	SITTING	fBodyBodyAccJerkMag-mean()	-0.969178687
5459	29	SITTING	fBodyBodyAccJerkMag-mean()	-0.990093704
5460	30	SITTING	fBodyBodyAccJerkMag-mean()	-0.985826331
5461	1	STANDING	fBodyBodyAccJerkMag-mean()	-0.992542478
5462	2	STANDING	fBodyBodyAccJerkMag-mean()	-0.977065296
5463	3	STANDING	fBodyBodyAccJerkMag-mean()	-0.948627468
5464	4	STANDING	fBodyBodyAccJerkMag-mean()	-0.956139284
5465	5	STANDING	fBodyBodyAccJerkMag-mean()	-0.941825903
5466	6	STANDING	fBodyBodyAccJerkMag-mean()	-0.955914005
5467	7	STANDING	fBodyBodyAccJerkMag-mean()	-0.967417888
5468	8	STANDING	fBodyBodyAccJerkMag-mean()	-0.979745872
5469	9	STANDING	fBodyBodyAccJerkMag-mean()	-0.963242884
5470	10	STANDING	fBodyBodyAccJerkMag-mean()	-0.95163369
5471	11	STANDING	fBodyBodyAccJerkMag-mean()	-0.988636595
5472	12	STANDING	fBodyBodyAccJerkMag-mean()	-0.96085901
5473	13	STANDING	fBodyBodyAccJerkMag-mean()	-0.981977536
5474	14	STANDING	fBodyBodyAccJerkMag-mean()	-0.970214126
5475	15	STANDING	fBodyBodyAccJerkMag-mean()	-0.979078786
5476	16	STANDING	fBodyBodyAccJerkMag-mean()	-0.986502688
5477	17	STANDING	fBodyBodyAccJerkMag-mean()	-0.990162799
5478	18	STANDING	fBodyBodyAccJerkMag-mean()	-0.984987073
5479	19	STANDING	fBodyBodyAccJerkMag-mean()	-0.979135413
5480	20	STANDING	fBodyBodyAccJerkMag-mean()	-0.940007897
5481	21	STANDING	fBodyBodyAccJerkMag-mean()	-0.970634296
5482	22	STANDING	fBodyBodyAccJerkMag-mean()	-0.959743878
5483	23	STANDING	fBodyBodyAccJerkMag-mean()	-0.973798156
5484	24	STANDING	fBodyBodyAccJerkMag-mean()	-0.972251355
5485	25	STANDING	fBodyBodyAccJerkMag-mean()	-0.982294171
5486	26	STANDING	fBodyBodyAccJerkMag-mean()	-0.982876889
5487	27	STANDING	fBodyBodyAccJerkMag-mean()	-0.984151646
5488	28	STANDING	fBodyBodyAccJerkMag-mean()	-0.952727765
5489	29	STANDING	fBodyBodyAccJerkMag-mean()	-0.989793893
5490	30	STANDING	fBodyBodyAccJerkMag-mean()	-0.953357616
5491	1	WALKING	fBodyBodyAccJerkMag-mean()	-0.0571194
5492	2	WALKING	fBodyBodyAccJerkMag-mean()	-0.169064353
5493	3	WALKING	fBodyBodyAccJerkMag-mean()	-0.186764517
5494	4	WALKING	fBodyBodyAccJerkMag-mean()	-0.318587811
5495	5	WALKING	fBodyBodyAccJerkMag-mean()	-0.269481661
5496	6	WALKING	fBodyBodyAccJerkMag-mean()	-0.055401423
5497	7	WALKING	fBodyBodyAccJerkMag-mean()	-0.03841873
5498	8	WALKING	fBodyBodyAccJerkMag-mean()	-0.12383441
5499	9	WALKING	fBodyBodyAccJerkMag-mean()	-0.316870716
5500	10	WALKING	fBodyBodyAccJerkMag-mean()	0.020518952
5501	11	WALKING	fBodyBodyAccJerkMag-mean()	-0.395116134
5502	12	WALKING	fBodyBodyAccJerkMag-mean()	-0.029912425
5503	13	WALKING	fBodyBodyAccJerkMag-mean()	-0.152111501
5504	14	WALKING	fBodyBodyAccJerkMag-mean()	-0.431591453
5505	15	WALKING	fBodyBodyAccJerkMag-mean()	-0.289753952
5506	16	WALKING	fBodyBodyAccJerkMag-mean()	-0.378278491
5507	17	WALKING	fBodyBodyAccJerkMag-mean()	-0.335938892
5508	18	WALKING	fBodyBodyAccJerkMag-mean()	-0.414037751
5509	19	WALKING	fBodyBodyAccJerkMag-mean()	0.073017993
5510	20	WALKING	fBodyBodyAccJerkMag-mean()	0.054526949
5511	21	WALKING	fBodyBodyAccJerkMag-mean()	-0.14400989
5512	22	WALKING	fBodyBodyAccJerkMag-mean()	0.065972729
5513	23	WALKING	fBodyBodyAccJerkMag-mean()	-0.01807057
5514	24	WALKING	fBodyBodyAccJerkMag-mean()	-0.418641047
5515	25	WALKING	fBodyBodyAccJerkMag-mean()	-0.564591342
5516	26	WALKING	fBodyBodyAccJerkMag-mean()	-0.293358341
5517	27	WALKING	fBodyBodyAccJerkMag-mean()	-0.259934013
5518	28	WALKING	fBodyBodyAccJerkMag-mean()	-0.360811456
5519	29	WALKING	fBodyBodyAccJerkMag-mean()	-0.108978206
5520	30	WALKING	fBodyBodyAccJerkMag-mean()	-0.347180135
5521	1	WALKING_DOWNSTAIRS	fBodyBodyAccJerkMag-mean()	0.026218495
5522	2	WALKING_DOWNSTAIRS	fBodyBodyAccJerkMag-mean()	0.22224741
5523	3	WALKING_DOWNSTAIRS	fBodyBodyAccJerkMag-mean()	-0.049477977
5524	4	WALKING_DOWNSTAIRS	fBodyBodyAccJerkMag-mean()	-0.175295287
5525	5	WALKING_DOWNSTAIRS	fBodyBodyAccJerkMag-mean()	0.009183943
5526	6	WALKING_DOWNSTAIRS	fBodyBodyAccJerkMag-mean()	0.243834259
5527	7	WALKING_DOWNSTAIRS	fBodyBodyAccJerkMag-mean()	0.067389886
5528	8	WALKING_DOWNSTAIRS	fBodyBodyAccJerkMag-mean()	0.33152846
5529	9	WALKING_DOWNSTAIRS	fBodyBodyAccJerkMag-mean()	0.007168779
5530	10	WALKING_DOWNSTAIRS	fBodyBodyAccJerkMag-mean()	0.156978047
5531	11	WALKING_DOWNSTAIRS	fBodyBodyAccJerkMag-mean()	-0.097454997
5532	12	WALKING_DOWNSTAIRS	fBodyBodyAccJerkMag-mean()	0.076996837
5533	13	WALKING_DOWNSTAIRS	fBodyBodyAccJerkMag-mean()	-0.028215666
5534	14	WALKING_DOWNSTAIRS	fBodyBodyAccJerkMag-mean()	0.186223478
5535	15	WALKING_DOWNSTAIRS	fBodyBodyAccJerkMag-mean()	0.158413335
5536	16	WALKING_DOWNSTAIRS	fBodyBodyAccJerkMag-mean()	-0.074565908
5537	17	WALKING_DOWNSTAIRS	fBodyBodyAccJerkMag-mean()	-0.1886804
5538	18	WALKING_DOWNSTAIRS	fBodyBodyAccJerkMag-mean()	-0.383398713
5539	19	WALKING_DOWNSTAIRS	fBodyBodyAccJerkMag-mean()	0.538404846
5540	20	WALKING_DOWNSTAIRS	fBodyBodyAccJerkMag-mean()	0.013791715
5541	21	WALKING_DOWNSTAIRS	fBodyBodyAccJerkMag-mean()	0.11244262
5542	22	WALKING_DOWNSTAIRS	fBodyBodyAccJerkMag-mean()	0.022478354
5543	23	WALKING_DOWNSTAIRS	fBodyBodyAccJerkMag-mean()	0.335009724
5544	24	WALKING_DOWNSTAIRS	fBodyBodyAccJerkMag-mean()	-0.200830137
5545	25	WALKING_DOWNSTAIRS	fBodyBodyAccJerkMag-mean()	-0.471642112
5546	26	WALKING_DOWNSTAIRS	fBodyBodyAccJerkMag-mean()	-0.153172029
5547	27	WALKING_DOWNSTAIRS	fBodyBodyAccJerkMag-mean()	0.010857564
5548	28	WALKING_DOWNSTAIRS	fBodyBodyAccJerkMag-mean()	-0.012882383
5549	29	WALKING_DOWNSTAIRS	fBodyBodyAccJerkMag-mean()	0.000448896
5550	30	WALKING_DOWNSTAIRS	fBodyBodyAccJerkMag-mean()	-0.1259614
5551	1	WALKING_UPSTAIRS	fBodyBodyAccJerkMag-mean()	-0.442652162
5552	2	WALKING_UPSTAIRS	fBodyBodyAccJerkMag-mean()	-0.189511137
5553	3	WALKING_UPSTAIRS	fBodyBodyAccJerkMag-mean()	-0.412920898
5554	4	WALKING_UPSTAIRS	fBodyBodyAccJerkMag-mean()	-0.397406285
5555	5	WALKING_UPSTAIRS	fBodyBodyAccJerkMag-mean()	-0.264674939
5556	6	WALKING_UPSTAIRS	fBodyBodyAccJerkMag-mean()	-0.169868234
5557	7	WALKING_UPSTAIRS	fBodyBodyAccJerkMag-mean()	-0.454783247
5558	8	WALKING_UPSTAIRS	fBodyBodyAccJerkMag-mean()	-0.131850567
5559	9	WALKING_UPSTAIRS	fBodyBodyAccJerkMag-mean()	-0.419533109
5560	10	WALKING_UPSTAIRS	fBodyBodyAccJerkMag-mean()	-0.153553147
5561	11	WALKING_UPSTAIRS	fBodyBodyAccJerkMag-mean()	-0.475928502
5562	12	WALKING_UPSTAIRS	fBodyBodyAccJerkMag-mean()	-0.320884463
5563	13	WALKING_UPSTAIRS	fBodyBodyAccJerkMag-mean()	-0.425100007
5564	14	WALKING_UPSTAIRS	fBodyBodyAccJerkMag-mean()	-0.288744334
5565	15	WALKING_UPSTAIRS	fBodyBodyAccJerkMag-mean()	-0.26195668
5566	16	WALKING_UPSTAIRS	fBodyBodyAccJerkMag-mean()	-0.475597718
5567	17	WALKING_UPSTAIRS	fBodyBodyAccJerkMag-mean()	-0.360299853
5568	18	WALKING_UPSTAIRS	fBodyBodyAccJerkMag-mean()	-0.574481397
5569	19	WALKING_UPSTAIRS	fBodyBodyAccJerkMag-mean()	-0.187391317
5570	20	WALKING_UPSTAIRS	fBodyBodyAccJerkMag-mean()	-0.215014032
5571	21	WALKING_UPSTAIRS	fBodyBodyAccJerkMag-mean()	-0.355443707
5572	22	WALKING_UPSTAIRS	fBodyBodyAccJerkMag-mean()	-0.045802036
5573	23	WALKING_UPSTAIRS	fBodyBodyAccJerkMag-mean()	-0.302968065
5574	24	WALKING_UPSTAIRS	fBodyBodyAccJerkMag-mean()	-0.429800779
5575	25	WALKING_UPSTAIRS	fBodyBodyAccJerkMag-mean()	-0.654795111
5576	26	WALKING_UPSTAIRS	fBodyBodyAccJerkMag-mean()	-0.294970471
5577	27	WALKING_UPSTAIRS	fBodyBodyAccJerkMag-mean()	-0.460770278
5578	28	WALKING_UPSTAIRS	fBodyBodyAccJerkMag-mean()	-0.294433416
5579	29	WALKING_UPSTAIRS	fBodyBodyAccJerkMag-mean()	-0.239108047
5580	30	WALKING_UPSTAIRS	fBodyBodyAccJerkMag-mean()	-0.549784891
5581	1	LAYING	fBodyBodyGyroMag-mean()	-0.862190185
